KRT12	GO:0005198
NDN	GO:0000122
NDN	GO:0005634
CHRNA7	GO:0004888
CHRNA7	GO:0007165
CHRNA7	GO:0007268
CHRNA7	GO:0022848
CHRNA7	GO:0034220
CHRNA7	GO:0042391
CHRNA7	GO:0043005
CHRNA7	GO:0045202
CHRNA7	GO:0045211
CHRNA7	GO:0050877
OTUD7A	GO:0003677
OTUD7A	GO:0004843
OTUD7A	GO:0005634
OTUD7A	GO:0005737
OTUD7A	GO:0008270
OTUD7A	GO:0035871
OTUD7A	GO:0070530
OTUD7A	GO:0070536
OTUD7A	GO:0071108
OTUD7A	GO:0071947
TRPM1	GO:0005262
TRPM1	GO:0016020
TRPM1	GO:0051262
TRPM1	GO:0060402
APBA2	GO:0001540
APBA2	GO:0005515
APBA2	GO:0005737
APBA2	GO:0005886
APBA2	GO:0007268
APBA2	GO:0043197
PCSK6	GO:0004252
PCSK6	GO:0005615
PCSK6	GO:0009986
PCSK6	GO:0016020
PCSK6	GO:0016486
CHSY1	GO:0032580
CHSY1	GO:0047238
LRRK1	GO:0004672
LRRK1	GO:0005515
LRRK1	GO:0005524
LRRK1	GO:0006468
ASB7	GO:0005515
ASB7	GO:0035556
ADAMTS17	GO:0004222
ADAMTS17	GO:0006508
ADAMTS17	GO:0030198
ADAMTS17	GO:0031012
TTC23	GO:0005515
PGPEP1L	GO:0005829
PGPEP1L	GO:0006508
PGPEP1L	GO:0016920
MCTP2	GO:0005509
MCTP2	GO:0030672
MCTP2	GO:0046928
ST8SIA2	GO:0003828
ST8SIA2	GO:0006486
ST8SIA2	GO:0006491
ST8SIA2	GO:0009311
SV2B	GO:0007268
SV2B	GO:0016020
SV2B	GO:0022857
SV2B	GO:0055085
KLHL25	GO:0005515
MRPS11	GO:0000028
MRPS11	GO:0000462
MRPS11	GO:0003735
MRPS11	GO:0005763
MRPS11	GO:0005840
MRPS11	GO:0006412
MRPS11	GO:0048027
MRPS11	GO:0070181
AEN	GO:0003676
AEN	GO:0004527
AEN	GO:0005634
ISG20	GO:0003676
ISG20	GO:0004527
ISG20	GO:0005634
ISG20	GO:0006308
ISG20	GO:0006401
ISG20	GO:0045071
ISG20	GO:0051607
KIF7	GO:0003777
KIF7	GO:0005524
KIF7	GO:0007018
KIF7	GO:0007052
KIF7	GO:0008017
SEMA4B	GO:0001755
SEMA4B	GO:0005615
SEMA4B	GO:0007411
SEMA4B	GO:0030215
SEMA4B	GO:0030335
SEMA4B	GO:0045499
SEMA4B	GO:0048843
SEMA4B	GO:0050919
SEMA4B	GO:0071526
PRC1	GO:0000226
PRC1	GO:0005737
PRC1	GO:0005819
PRC1	GO:0008017
PRC1	GO:0051256
PRC1	GO:1990023
UNC45A	GO:0051879
HDDC3	GO:0008893
MAN2A2	GO:0000139
MAN2A2	GO:0004559
MAN2A2	GO:0006013
MAN2A2	GO:0006491
MAN2A2	GO:0006517
MAN2A2	GO:0030246
FURIN	GO:0000139
FURIN	GO:0004252
FURIN	GO:0005802
FURIN	GO:0016486
CRTC3	GO:0005634
CRTC3	GO:0005737
CRTC3	GO:0008140
CRTC3	GO:0032793
CRTC3	GO:0045944
CRTC3	GO:0051289
ZNF774	GO:0000978
ZNF774	GO:0000981
ZNF774	GO:0005634
ZNF774	GO:0006357
ZSCAN2	GO:0000978
ZSCAN2	GO:0001228
ZSCAN2	GO:0005634
ZSCAN2	GO:0006357
PDE8A	GO:0004115
PDE8A	GO:0006355
PDE8A	GO:0007165
PDE8A	GO:0070374
PDE8A	GO:0071364
C3H15orf40	GO:0005737
BNC1	GO:0005634
BNC1	GO:0006356
SAXO2	GO:0005814
SAXO2	GO:0005856
SAXO2	GO:0005879
SAXO2	GO:0008017
SAXO2	GO:0034453
SAXO2	GO:0036064
SAXO2	GO:0036126
TMC3	GO:0005886
TMC3	GO:0008381
IL16	GO:0005125
IL16	GO:0030595
IL16	GO:0042609
IL16	GO:0050930
TLNRD1	GO:0003779
MESD	GO:0006457
MESD	GO:0050750
ABHD17C	GO:0002084
ABHD17C	GO:0005886
ABHD17C	GO:0008474
ABHD17C	GO:0010008
BCL2A1	GO:0001836
BCL2A1	GO:0005741
BCL2A1	GO:0008053
BCL2A1	GO:0008630
BCL2A1	GO:0015267
BCL2A1	GO:0042803
BCL2A1	GO:0043065
BCL2A1	GO:0043066
BCL2A1	GO:0046982
BCL2A1	GO:0097192
ANKRD34C	GO:0005515
RASGRF1	GO:0005085
RASGRF1	GO:0005515
RASGRF1	GO:0005886
RASGRF1	GO:0007265
RASGRF1	GO:0043547
ADAMTS7	GO:0004222
ADAMTS7	GO:0006508
ADAMTS7	GO:0030198
ADAMTS7	GO:0031012
DNAJA4	GO:0005524
DNAJA4	GO:0005737
DNAJA4	GO:0005829
DNAJA4	GO:0009408
DNAJA4	GO:0030544
DNAJA4	GO:0042026
DNAJA4	GO:0051082
MAN2B2	GO:0004559
MAN2B2	GO:0005764
MAN2B2	GO:0006013
MAN2B2	GO:0030246
BLOC1S4	GO:0031083
TBC1D14	GO:0005096
TBC1D14	GO:0005776
TBC1D14	GO:0055037
TBC1D14	GO:0090630
TBC1D14	GO:2000785
TADA2B	GO:0003682
TADA2B	GO:0003713
TADA2B	GO:0005634
TADA2B	GO:0006338
TADA2B	GO:0006357
TADA2B	GO:0008270
TADA2B	GO:0070461
GRPEL1	GO:0000774
GRPEL1	GO:0001405
GRPEL1	GO:0006457
GRPEL1	GO:0030150
GRPEL1	GO:0042803
GRPEL1	GO:0051082
GRPEL1	GO:0051087
SORCS2	GO:0005515
SORCS2	GO:0016020
AFAP1	GO:0005829
AFAP1	GO:0017124
AFAP1	GO:0042169
SH3TC1	GO:0005515
ACOX3	GO:0005504
ACOX3	GO:0005777
ACOX3	GO:0016402
ACOX3	GO:0033540
ACOX3	GO:0055088
ACOX3	GO:0071949
TRMT44	GO:0016300
TRMT44	GO:0030488
TRMT44	GO:0046872
CPZ	GO:0004181
CPZ	GO:0005515
CPZ	GO:0006508
CPZ	GO:0008270
ADRA2C	GO:0004938
ADRA2C	GO:0006940
ADRA2C	GO:0016020
ADRA2C	GO:0019229
ADRA2C	GO:0030168
ADRA2C	GO:0071880
DOK7	GO:0007528
DOK7	GO:0019901
DOK7	GO:0061098
MFSD10	GO:0022857
MFSD10	GO:0031526
MFSD10	GO:0055085
ADD1	GO:0005856
ADD1	GO:0005886
ADD1	GO:0005912
ADD1	GO:0005925
ADD1	GO:0014069
ADD1	GO:0051015
ADD1	GO:0051016
ADD1	GO:1903142
ADD1	GO:1903393
SH3BP2	GO:0007165
SH3BP2	GO:0017124
TNIP2	GO:0006357
TNIP2	GO:0070530
TNIP2	GO:0071222
ZFYVE28	GO:0007175
ZFYVE28	GO:0031901
ZFYVE28	GO:0046872
POLN	GO:0003677
POLN	GO:0003887
POLN	GO:0006261
POLN	GO:0006302
NELFA	GO:0032021
NELFA	GO:0034244
LETM1	GO:0005509
LETM1	GO:0005743
LETM1	GO:0030003
LETM1	GO:0043022
FGFR3	GO:0005007
FGFR3	GO:0005524
FGFR3	GO:0006468
FGFR3	GO:0007275
FGFR3	GO:0008284
FGFR3	GO:0008543
FGFR3	GO:0016020
FGFR3	GO:0017134
FGFR3	GO:0033674
FGFR3	GO:0043235
FGFR3	GO:0043410
SLBP	GO:0003729
SLBP	GO:0005737
SLBP	GO:0006398
SLBP	GO:0051028
SLBP	GO:0071204
SLBP	GO:0071207
UVSSA	GO:0000993
UVSSA	GO:0005694
UVSSA	GO:0006283
UVSSA	GO:0009411
MED28	GO:0016592
TAPT1	GO:0005789
TAPT1	GO:0035437
TAPT1	GO:0036064
TAPT1	GO:0045724
PROM1	GO:0005902
PROM1	GO:0005929
PROM1	GO:0009986
PROM1	GO:0015485
PROM1	GO:0016324
PROM1	GO:0071914
FGFBP1	GO:0007267
FGFBP1	GO:0019838
BST1	GO:0003953
BST1	GO:0005886
BST1	GO:0016849
BST1	GO:0030890
CPEB2	GO:0000900
CPEB2	GO:0003730
CPEB2	GO:0005634
CPEB2	GO:0005737
CPEB2	GO:0008135
CPEB2	GO:0043005
CPEB2	GO:0043022
CPEB2	GO:0045202
CPEB2	GO:2000766
NKX3-2	GO:0000978
NKX3-2	GO:0000981
NKX3-2	GO:0005634
NKX3-2	GO:0006357
NKX3-2	GO:0030154
CLNK	GO:0007169
CLNK	GO:0035556
DRD5	GO:0004930
DRD5	GO:0004952
DRD5	GO:0005886
DRD5	GO:0071880
OTOP1	GO:0015252
OTOP1	GO:0016020
OTOP1	GO:0042472
OTOP1	GO:1902600
ZBTB49	GO:0000978
ZBTB49	GO:0000981
ZBTB49	GO:0005515
ZBTB49	GO:0005634
ZBTB49	GO:0006357
MSX1	GO:0000977
MSX1	GO:0000981
MSX1	GO:0005634
MSX1	GO:0006357
MSX1	GO:0048598
JAKMIP1	GO:0008017
JAKMIP1	GO:0019900
JAKMIP1	GO:0050811
APBB2	GO:0001540
APBB2	GO:0005634
APBB2	GO:0005737
APBB2	GO:0006355
APBB2	GO:0008134
CHRNA9	GO:0004888
CHRNA9	GO:0007165
CHRNA9	GO:0007268
CHRNA9	GO:0022848
CHRNA9	GO:0034220
CHRNA9	GO:0042391
CHRNA9	GO:0043005
CHRNA9	GO:0045202
CHRNA9	GO:0045211
CHRNA9	GO:0050877
RHOH	GO:0003924
RHOH	GO:0005525
RHOH	GO:0007264
TLR1	GO:0002224
TLR1	GO:0004888
TLR1	GO:0006954
TLR1	GO:0006955
TLR1	GO:0016020
TLR1	GO:0035354
TLR1	GO:0035663
TLR1	GO:0071723
TLR1	GO:0071727
KLF3	GO:0000978
KLF3	GO:0000981
KLF3	GO:0006357
NWD2	GO:0005515
DTHD1	GO:0005515
DTHD1	GO:0007165
ARAP2	GO:0005096
ARAP2	GO:0005515
ARAP2	GO:0005547
ARAP2	GO:0007165
ARAP2	GO:0043547
PCDH7	GO:0005509
PCDH7	GO:0005886
PCDH7	GO:0007156
CCKAR	GO:0004951
CCKAR	GO:0007218
CCKAR	GO:0008188
CCKAR	GO:0016020
SEL1L3	GO:0005515
SLC34A2	GO:0005436
SLC34A2	GO:0005903
SLC34A2	GO:0016324
SLC34A2	GO:0030643
SLC34A2	GO:0031982
SLC34A2	GO:0044341
SEPSECS	GO:0000049
SEPSECS	GO:0001514
SEPSECS	GO:0001717
SEPSECS	GO:0098621
LGI2	GO:0005515
LGI2	GO:0005615
LGI2	GO:1904862
SOD3	GO:0004784
SOD3	GO:0005507
SOD3	GO:0019430
DHX15	GO:0003723
DHX15	GO:0003724
DHX15	GO:0005524
DHX15	GO:0005622
DHX15	GO:0005681
GBA3	GO:0004553
GBA3	GO:0005975
ADGRA3	GO:0004930
ADGRA3	GO:0005515
ADGRA3	GO:0005886
ADGRA3	GO:0007166
ADGRA3	GO:0007186
ADGRA3	GO:0009897
SLC26A1	GO:0008271
SLC26A1	GO:0015106
SLC26A1	GO:0015108
SLC26A1	GO:0016020
SLC26A1	GO:0019531
SLC26A1	GO:0055085
DGKQ	GO:0004143
DGKQ	GO:0035556
DGKQ	GO:0046339
DGKQ	GO:0046834
SLC49A3	GO:0016020
SLC49A3	GO:0022857
SLC49A3	GO:0055085
WDR36	GO:0005515
WDR36	GO:0006364
WDR36	GO:0032040
WDR36	GO:0034388
SLC25A46	GO:0000266
SLC25A46	GO:0005741
SLC25A46	GO:0061564
SLC25A46	GO:0090149
MAN2A1	GO:0000139
MAN2A1	GO:0004559
MAN2A1	GO:0006013
MAN2A1	GO:0006491
MAN2A1	GO:0006517
MAN2A1	GO:0030246
NUDT12	GO:0005515
NUDT12	GO:0005829
NUDT12	GO:0006742
NUDT12	GO:0019677
NUDT12	GO:0035529
NUDT12	GO:0046872
PPIP5K2	GO:0000828
PPIP5K2	GO:0000829
PPIP5K2	GO:0005829
PPIP5K2	GO:0006020
PPIP5K2	GO:0032958
PPIP5K2	GO:0033857
SLCO6A1	GO:0005515
SLCO6A1	GO:0015347
SLCO6A1	GO:0016020
SLCO6A1	GO:0043252
SLCO6A1	GO:0055085
ST8SIA4	GO:0003828
ST8SIA4	GO:0006486
ST8SIA4	GO:0006491
ST8SIA4	GO:0009311
CHD1	GO:0000785
CHD1	GO:0003677
CHD1	GO:0003682
CHD1	GO:0005524
CHD1	GO:0005634
CHD1	GO:0006357
CHD1	GO:0016887
CHD1	GO:0034728
CHD1	GO:0042393
CHD1	GO:0140658
LIX1	GO:0005737
LIX1	GO:0097352
LNPEP	GO:0005737
LNPEP	GO:0006508
LNPEP	GO:0008270
LNPEP	GO:0042277
LNPEP	GO:0043171
LNPEP	GO:0070006
ERAP1	GO:0005737
ERAP1	GO:0006508
ERAP1	GO:0008270
ERAP1	GO:0042277
ERAP1	GO:0043171
ERAP1	GO:0070006
ELL2	GO:0000987
ELL2	GO:0006368
ELL2	GO:0008023
ELL2	GO:0032968
ELL2	GO:0042795
RFESD	GO:0051537
MCTP1	GO:0005509
MCTP1	GO:0030672
MCTP1	GO:0046928
SLF1	GO:0005515
SLF1	GO:2000781
NR2F1	GO:0000122
NR2F1	GO:0000978
NR2F1	GO:0004879
NR2F1	GO:0008270
NR2F1	GO:0030154
NR2F1	GO:0045944
NR2F1	GO:0048856
LOC488909	GO:0003723
LOC488909	GO:0046872
ARRDC3	GO:0005737
ARRDC3	GO:0015031
LYSMD3	GO:0005794
LYSMD3	GO:0007030
CETN3	GO:0005509
CETN3	GO:0005815
CETN3	GO:0008017
CETN3	GO:0016460
CETN3	GO:0030474
EDIL3	GO:0005509
HAPLN1	GO:0005540
HAPLN1	GO:0007155
VCAN	GO:0005509
VCAN	GO:0005540
VCAN	GO:0007155
XRCC4	GO:0003677
XRCC4	GO:0005634
XRCC4	GO:0005958
XRCC4	GO:0006303
XRCC4	GO:0010165
XRCC4	GO:0032807
XRCC4	GO:0033152
XRCC4	GO:0051351
ACOT12	GO:0003986
ACOT12	GO:0008289
ACOT12	GO:0070062
ANKRD34B	GO:0005515
SPZ1	GO:0003700
SPZ1	GO:0005634
LOC488929	GO:0005681
LOC488929	GO:0045292
THBS4	GO:0005509
THBS4	GO:0005576
THBS4	GO:0007155
MTX3	GO:0001401
MTX3	GO:0007005
HOMER1	GO:0005737
HOMER1	GO:0005886
HOMER1	GO:0007216
HOMER1	GO:0014069
HOMER1	GO:0030425
HOMER1	GO:0035256
HOMER1	GO:2001256
BHMT2	GO:0008270
BHMT2	GO:0009086
BHMT2	GO:0047150
DMGDH	GO:0005515
DMGDH	GO:0005739
DMGDH	GO:0016491
OTP	GO:0000981
OTP	GO:0003677
OTP	GO:0006355
OTP	GO:0030182
PDE8B	GO:0004115
PDE8B	GO:0007165
F2RL1	GO:0007200
F2RL1	GO:0007596
F2RL1	GO:0015057
F2RL1	GO:0016020
F2RL1	GO:0035025
F2RL1	GO:0070493
F2R	GO:0007200
F2R	GO:0007596
F2R	GO:0015057
F2R	GO:0016020
F2R	GO:0030194
F2R	GO:0035025
F2R	GO:0070493
SV2C	GO:0007268
SV2C	GO:0016020
SV2C	GO:0022857
SV2C	GO:0055085
ANKRD31	GO:0005515
GCNT4	GO:0008375
GCNT4	GO:0016020
LOC488947	GO:0003723
LOC488947	GO:0005515
LOC488947	GO:0005829
LOC488947	GO:0051607
LOC488951	GO:0000122
LOC488951	GO:0001227
ERO1B	GO:0005783
ERO1B	GO:0005789
ERO1B	GO:0015035
ERO1B	GO:0016972
ERO1B	GO:0034975
ERO1B	GO:0071949
NID1	GO:0005509
NID1	GO:0007160
ARID4B	GO:0000976
ARID4B	GO:0005634
ARID4B	GO:0006357
IRF2BP2	GO:0003714
IRF2BP2	GO:0005634
IRF2BP2	GO:0006357
SLC35F3	GO:0015888
SLC35F3	GO:0016020
KCNK1	GO:0016020
KCNK1	GO:0022841
KCNK1	GO:0030322
KCNK1	GO:0071805
PCNX2	GO:0016020
SIPA1L2	GO:0005096
SIPA1L2	GO:0005515
SIPA1L2	GO:0005737
SIPA1L2	GO:0051056
SIPA1L2	GO:0090630
DISC1	GO:0001764
DISC1	GO:0005739
DISC1	GO:0005813
DISC1	GO:0005874
DISC1	GO:0045111
DISC1	GO:0060271
EGLN1	GO:0005634
EGLN1	GO:0005737
EGLN1	GO:0008198
EGLN1	GO:0018401
EGLN1	GO:0031418
EGLN1	GO:0031545
EGLN1	GO:0071456
SPRTN	GO:0003697
SPRTN	GO:0004222
SPRTN	GO:0005634
SPRTN	GO:0006281
SPRTN	GO:0031593
EXOC8	GO:0000145
EXOC8	GO:0006887
EXOC8	GO:0006893
EXOC8	GO:0008104
ARV1	GO:0005794
ARV1	GO:0006665
ARV1	GO:0016125
ARV1	GO:0032366
ARV1	GO:0032541
ARV1	GO:0097036
TTC13	GO:0005515
LOC488981	GO:0003735
LOC488981	GO:0005840
LOC488981	GO:0006412
LOC488981	GO:0022627
TAF5L	GO:0000123
TAF5L	GO:0003713
TAF5L	GO:0005515
TAF5L	GO:0006355
TAF5L	GO:0140513
ACTA1	GO:0001725
ACTA1	GO:0005865
ACTA1	GO:0005884
ACTA1	GO:0030240
TFAM	GO:0000976
SLC16A9	GO:0008028
SLC16A9	GO:0015718
SLC16A9	GO:0055085
RHOBTB1	GO:0003924
RHOBTB1	GO:0005525
RHOBTB1	GO:0005737
RHOBTB1	GO:0007264
RHOBTB1	GO:0030162
RHOBTB1	GO:0031625
RHOBTB1	GO:0043161
ADO	GO:0005739
ADO	GO:0016702
CTNNA3	GO:0005912
CTNNA3	GO:0005916
CTNNA3	GO:0008013
CTNNA3	GO:0016477
CTNNA3	GO:0045296
CTNNA3	GO:0051015
CTNNA3	GO:0098609
LRRTM3	GO:0005515
LRRTM3	GO:0005615
SIRT1	GO:0070403
MYPN	GO:0005886
MYPN	GO:0007156
MYPN	GO:0007411
MYPN	GO:0030424
MYPN	GO:0070593
MYPN	GO:0098632
ATOH7	GO:0003407
ATOH7	GO:0006355
ATOH7	GO:0046983
DNA2	GO:0005737
DNA2	GO:0017108
DNA2	GO:0017116
DNA2	GO:0071932
SLC25A16	GO:0005743
SLC25A16	GO:0055085
STOX1	GO:0000977
STOX1	GO:0001228
STOX1	GO:0005634
STOX1	GO:0005737
STOX1	GO:0045944
SUPV3L1	GO:0000965
SUPV3L1	GO:0003724
SUPV3L1	GO:0005524
SUPV3L1	GO:0006401
SUPV3L1	GO:0016817
SUPV3L1	GO:0045025
HKDC1	GO:0001678
HKDC1	GO:0004340
HKDC1	GO:0005524
HKDC1	GO:0005536
HKDC1	GO:0005739
HKDC1	GO:0005829
HKDC1	GO:0006096
HKDC1	GO:0008865
HKDC1	GO:0019158
HKDC1	GO:0051156
TACR2	GO:0005886
TACR2	GO:0007186
TACR2	GO:0016497
TACR2	GO:0097225
TACR2	GO:1902093
NEUROG3	GO:0046983
MACROH2A2	GO:0000786
MACROH2A2	GO:0003677
MACROH2A2	GO:0006334
MACROH2A2	GO:0030527
MACROH2A2	GO:0046982
EIF4EBP2	GO:0005737
EIF4EBP2	GO:0008190
EIF4EBP2	GO:0045947
NODAL	GO:0005125
NODAL	GO:0005576
NODAL	GO:0005615
NODAL	GO:0008083
NODAL	GO:0030509
NODAL	GO:0060395
NODAL	GO:0070698
PRF1	GO:0001909
PRF1	GO:0005509
PRF1	GO:0140911
ADAMTS14	GO:0004222
ADAMTS14	GO:0006508
ADAMTS14	GO:0030198
ADAMTS14	GO:0031012
SGPL1	GO:0005783
SGPL1	GO:0008117
SGPL1	GO:0019752
SGPL1	GO:0030149
SGPL1	GO:0030170
SLC29A3	GO:0005337
SLC29A3	GO:0005794
SLC29A3	GO:0005886
SLC29A3	GO:1901642
SPOCK2	GO:0005509
SPOCK2	GO:0005515
DDIT4	GO:0001666
DDIT4	GO:0005737
DDIT4	GO:0006915
DDIT4	GO:0032007
DDIT4	GO:0071889
DNAJB12	GO:0005789
DNAJB12	GO:0030544
DNAJB12	GO:0071218
MCU	GO:0005262
MCU	GO:0005743
MCU	GO:0015292
MCU	GO:0036444
MCU	GO:0051560
MCU	GO:1990246
OIT3	GO:0005509
PLA2G12B	GO:0004623
PLA2G12B	GO:0005509
PLA2G12B	GO:0005576
PLA2G12B	GO:0006644
PLA2G12B	GO:0016042
PLA2G12B	GO:0042632
PLA2G12B	GO:0050482
PLA2G12B	GO:0070328
AMN1	GO:0005515
AMN1	GO:0019005
AMN1	GO:0031146
DNAJC9	GO:0005634
DNAJC9	GO:0005737
DNAJC9	GO:0031072
CAMK2G	GO:0004683
CAMK2G	GO:0005516
CAMK2G	GO:0005524
CAMK2G	GO:0005737
CAMK2G	GO:0006468
CAMK2G	GO:0043005
AP3M1	GO:0006886
AP3M1	GO:0006897
AP3M1	GO:0030131
AP3M1	GO:0031410
DUSP13B	GO:0005737
DUSP13B	GO:0006470
DUSP13B	GO:0008138
DUSP13B	GO:0033549
DUSP13B	GO:0043409
SAMD8	GO:0000139
SAMD8	GO:0005515
SAMD8	GO:0005789
SAMD8	GO:0033188
SAMD8	GO:0046513
SAMD8	GO:0047493
COMTD1	GO:0008171
COMTD1	GO:0008757
ZNF503	GO:0005634
ZNF503	GO:0045892
DLG5	GO:0005515
DLG5	GO:0042981
ZMIZ1	GO:0006357
ZMIZ1	GO:0008270
ZMIZ1	GO:0016925
ZMIZ1	GO:0061665
LRIT2	GO:0005515
RGR	GO:0004930
RGR	GO:0007186
RGR	GO:0007601
RGR	GO:0007602
RGR	GO:0016020
GRID1	GO:0004970
GRID1	GO:0005886
GRID1	GO:0006811
GRID1	GO:0035249
GRID1	GO:0045211
GRID1	GO:0050804
GRID1	GO:1904315
BMPR1A	GO:0005025
BMPR1A	GO:0005524
BMPR1A	GO:0005886
BMPR1A	GO:0006468
BMPR1A	GO:0009953
BMPR1A	GO:0030509
BMPR1A	GO:0043235
BMPR1A	GO:0046332
BMPR1A	GO:0071363
MMRN2	GO:0005515
MMRN2	GO:0030948
MMRN2	GO:0090051
LOC489080	GO:0001786
LOC489080	GO:0005509
LOC489080	GO:0005544
LOC489080	GO:0014059
LOC489080	GO:0017156
LOC489080	GO:0017158
LOC489080	GO:0019905
LOC489080	GO:0030276
LOC489080	GO:0071277
GPRIN2	GO:0005886
GPRIN2	GO:0031175
NPY4R	GO:0001602
NPY4R	GO:0005886
NPY4R	GO:0007186
NPY4R	GO:0042923
NPY4R	GO:0043005
ZNF488	GO:0005634
ZNF488	GO:0006355
RBP3	GO:0006508
RBP3	GO:0008236
DCP2	GO:0000184
DCP2	GO:0000290
DCP2	GO:0000932
DCP2	GO:0003723
DCP2	GO:0005737
DCP2	GO:0030145
DCP2	GO:0140933
DOK3	GO:0005737
DOK3	GO:0007169
DOK3	GO:0043410
DBN1	GO:0005884
DBN1	GO:0005886
DBN1	GO:0014069
DBN1	GO:0030027
DBN1	GO:0030425
DBN1	GO:0030427
DBN1	GO:0030833
DBN1	GO:0030864
DBN1	GO:0045211
DBN1	GO:0045773
DBN1	GO:0048812
DBN1	GO:0051015
DBN1	GO:0061003
DBN1	GO:0098974
F12	GO:0004252
F12	GO:0005509
F12	GO:0005576
F12	GO:0005615
F12	GO:0005791
F12	GO:0007596
F12	GO:0031638
PFN3	GO:0003779
PFN3	GO:0005737
PFN3	GO:0030036
PFN3	GO:0030833
PFN3	GO:0032233
RGS14	GO:0001965
RGS14	GO:0005096
RGS14	GO:0007165
RGS14	GO:0008017
RGS14	GO:0008277
MXD3	GO:0000978
MXD3	GO:0000981
MXD3	GO:0006357
MXD3	GO:0046983
NSD1	GO:0000785
NSD1	GO:0005515
NSD1	GO:0005634
NSD1	GO:0006355
NSD1	GO:0046975
FGFR4	GO:0005007
FGFR4	GO:0005524
FGFR4	GO:0006468
FGFR4	GO:0007275
FGFR4	GO:0008284
FGFR4	GO:0008543
FGFR4	GO:0016020
FGFR4	GO:0017134
FGFR4	GO:0033674
FGFR4	GO:0043235
FGFR4	GO:0070374
FGFR4	GO:0070857
HK3	GO:0001678
HK3	GO:0004340
HK3	GO:0005524
HK3	GO:0005536
HK3	GO:0005739
HK3	GO:0005829
HK3	GO:0006096
HK3	GO:0008865
HK3	GO:0019158
HK3	GO:0051156
UNC5A	GO:0005042
UNC5A	GO:0005515
UNC5A	GO:0016020
UNC5A	GO:0033564
UNC5A	GO:0038007
TSPAN17	GO:0016020
TSPAN17	GO:0051604
TSPAN17	GO:0072659
TSPAN17	GO:1900746
EIF4E1B	GO:0000340
EIF4E1B	GO:0003743
EIF4E1B	GO:0005737
EIF4E1B	GO:0006413
EIF4E1B	GO:0016281
GPRIN1	GO:0005886
GPRIN1	GO:0031175
FAF2	GO:0005783
FAF2	GO:0043130
CLTB	GO:0005198
CLTB	GO:0005886
CLTB	GO:0006886
CLTB	GO:0030130
CLTB	GO:0030132
CLTB	GO:0030672
CLTB	GO:0032050
CLTB	GO:0048268
CLTB	GO:0072583
CLTB	GO:0099631
ARL10	GO:0003924
ARL10	GO:0005525
CPLX2	GO:0006836
CPLX2	GO:0016079
CPLX2	GO:0019905
CPLX2	GO:0031201
CPLX2	GO:0043195
CPLX2	GO:0046928
SFXN1	GO:0005743
SFXN1	GO:0006811
SFXN1	GO:0015075
SFXN1	GO:0140300
DRD1	GO:0001588
DRD1	GO:0004930
DRD1	GO:0005886
DRD1	GO:0007212
DRD1	GO:0042311
DRD1	GO:0071880
STC2	GO:0005179
STC2	GO:0005576
STC2	GO:0005615
STC2	GO:0006874
NKX2-5	GO:0000978
NKX2-5	GO:0000981
NKX2-5	GO:0005634
NKX2-5	GO:0006357
NKX2-5	GO:0030154
DUSP1	GO:0001706
DUSP1	GO:0005634
DUSP1	GO:0005737
DUSP1	GO:0006470
DUSP1	GO:0008330
DUSP1	GO:0017017
DUSP1	GO:1903753
NEURL1B	GO:0005769
NEURL1B	GO:0061630
NEURL1B	GO:0070086
SH3PXD2B	GO:0005515
SH3PXD2B	GO:0016176
SH3PXD2B	GO:0035091
SH3PXD2B	GO:0042554
UBTD2	GO:0005515
STK10	GO:0004674
STK10	GO:0005524
STK10	GO:0006468
TLX3	GO:0000978
TLX3	GO:0000981
TLX3	GO:0005634
TLX3	GO:0006357
TLX3	GO:0048513
GABRP	GO:0004890
GABRP	GO:0005230
GABRP	GO:0007165
GABRP	GO:0007268
GABRP	GO:0016020
GABRP	GO:0030594
GABRP	GO:0034220
GABRP	GO:0042391
GABRP	GO:0043005
GABRP	GO:0045202
GABRP	GO:0050877
GABRP	GO:1902711
KCNIP1	GO:0005509
KCNIP1	GO:0008076
KCNIP1	GO:0015459
KCNIP1	GO:0044325
KCNIP1	GO:1901379
LCP2	GO:0005515
LCP2	GO:0007169
LCP2	GO:0035556
FOXI1	GO:0000978
FOXI1	GO:0000981
FOXI1	GO:0006357
FOXI1	GO:0009653
FOXI1	GO:0030154
DOCK2	GO:0005085
DOCK2	GO:0005096
DOCK2	GO:0005737
DOCK2	GO:0005886
DOCK2	GO:0007264
DOCK2	GO:0016477
DOCK2	GO:0030036
DOCK2	GO:0031267
LOC489131	GO:0005509
SLIT3	GO:0005509
SLIT3	GO:0007411
SLIT3	GO:0008201
SLIT3	GO:0048495
SLIT3	GO:0050919
PANK3	GO:0004594
PANK3	GO:0005524
PANK3	GO:0005634
PANK3	GO:0005829
PANK3	GO:0015937
FBLL1	GO:0000494
FBLL1	GO:0003723
FBLL1	GO:0005730
FBLL1	GO:0008649
FBLL1	GO:0015030
FBLL1	GO:0031167
FBLL1	GO:0031428
FBLL1	GO:0032040
FBLL1	GO:1990259
TENM2	GO:0005509
TENM2	GO:0007157
TENM2	GO:0007165
TENM2	GO:0016020
TENM2	GO:0042803
TENM2	GO:0043005
TENM2	GO:0046982
TENM2	GO:0048666
TENM2	GO:0050839
GABRG2	GO:0004890
GABRG2	GO:0005237
GABRG2	GO:0006821
GABRG2	GO:0007165
GABRG2	GO:0007214
GABRG2	GO:0008503
